source,productid,mobilename,userid,review,rating,reviewdate
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Abhijeet  Modak,...Very nice phone. I got this in BBD.Camera quality is superb.,,11 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rohan Bhosale,...Cameras Quality is Too Good Photos Click like a DSLR camera ❤️,,6 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Yash Vishwakarma,...Camera is  so good and have 5x optical zoom�,,6 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Pankaj Dhalwal,...The quality of the camera is very low while the 12 MP camera of the iPhone X is 100 times better.,,5 months ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rinku singh,...Nyc Phone with the camera quality,,8 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Saurabh Suman,...Camera is good in terms of videography.But for photography I will not recommend,,8 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Rohan Bhosale,...Camera Quality is too Good Photos shoot like a DSLR Camera ❤️,,6 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Zahid Ansari,...comfortable to keep in pocket..good display size..camera quality Is good ..and abt performance of battery little bit,,8 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Santharao,...Excellent performanceGood camera qualityGood design,,10 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Shahil  Ansari,...Everything is fine and the camera is also very good.�,,11 days ago
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Anonymous,,,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Md Abrar Alam,...Weak Low-Light Camera: Camera performance may be lower in low-light conditions.,,11 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Prabhat Kumar,"...As far as the cameras are concerned, the Realme C61 on the rear packs 32-megapixel camera.",,"Sep, 2024"
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Swaraj Behera,"...The phone's 32-megapixel camera takes alright photos, but you won't get amazing zoomed-in shots.",,7 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Basavaraja N,"...Mobile Phone is Good, Speaker with clarity, Camera is superb but in box I am not getting Warranty card and mobile receipt.",,8 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,...Camera quality us way too bad.Screen size is good but lags a lot and sound,,5 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Nirmalya  Mohanty,...Lagging issue in brand new phone..camera quality in low light is very very bad.. but under 8000 this phone i this is good,,11 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,...Camera quality,,3 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",subham Dakua,...Looks good..Camera  is oky ..But battery drains quickly and it doesnt,,6 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Jaspal Singh,...am using it. Facing no problem at all.Phone camera is also good.I didn't expected the phone at this price,,7 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",shubham baranwal,...Best camera in light mode,,10 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Kalyan De,...Camera quality very poor,,5 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,"...Mind blowing mobile camera is good, access is good .I am very happy",,7 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Anjali Soni,...Phone is very good but camera is not very good 😊,,5 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Adithya Mohan,...Bad product camera quality is poor,,6 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Jaiprakash bahuguna Jayprakash Bahuguna,...product in low priceGood 💯 % good displayBut not good cameraBut gaming performance is goo,,5 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Raghav Kalra,...Best phone but camera is 32 mp,,8 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",sajid hasan,...weight and battery backup is great  too.not happy with the camera though.but overall great buy at this price,,"Aug, 2024"
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,...Poor camera 3rd class mobile,,7 months ago
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Rajesh Gade,...Except camera everything okay,,"Sep, 2024"
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Kondala rao KANDIMALLA,...Camera working not good,,"Jul, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Raghu Vamshi,"...The camera is decent, very good light adjustment, and the picture quality is good, and the Front camera is also capturing decent pics",,9 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",DIPANKAR KUMAR MEHTA,"...The camera quality overall is good and feels sharp and detailed, giving you nice crispy images in the daytime.",,"Sep, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Basheer KA,...This phone is awesome.🥰 The camera quality is unexpected �,,9 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Mahesh Kuwal,...Camera quality is very good front camera 16mp and back 50mp slow motion and portrait features are available,,7 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",BIJU SULAIMAN,"...After a week of use, here's my take:Camera (3/5): Decent for casual shots but lacks sharpness, especially in low light.",,"Oct, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Md Shariq Zafar khan,...2. Camera: Camera set up is really awesome and best in this segment.,,11 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",ranjit pradhan,...Nice phone and back camera is excellent but selfie camera quality is normal please upgrade this selfie camera.,,7 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...5/5👍👍👍👍2.phone look and design 5/53. Phone camera front 3/5 back 3.5/54. Battery 3/5 or less than that5. Let's,,11 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Samarpan  Roy,...Camera is good for outdoor lighting conditions; takes decent shots but takes little bit of time in processing the image.,,"Aug, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...Camera quality not best and calling time break issue,,18 days ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Saroj Sharma,"...CameraThe Moto G45 has a 50MP primary camera and a 2MP macro camera, as well as a 16MP selfie camera .",,6 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Pawan Kumar,... Display - 3/52. Performance - 4/53.Camera - 3.5/54.OS experience - 4.5/5 (as there are some,,10 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Datta Shelar,...Very good mobile picture quality is good camera very good security outstanding,,6 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Suraj kr  Yadav,...Camera quality good but portrait mode is weak.,,7 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Himan Sarma,"...The front camera is alright but the rear is not, the rear cam lacks sharpness and the photos come out very dull and depressed.",,5 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,"...While opening a camera, it take times and then after click a photo it take few times to render out and the quality of camera is very poor.",,6 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Gaurav Sarkar,"...Camera quality was not upto the mark, it's like over defined images.",,5 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Vishal Singh,...Camera: camera is looking to precious and picture is also very clear front camera shows holistic performance,,"Sep, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...Good phone under this budget.Like the camera quality.Superr,,"Sep, 2024"
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Mallik Arjuna,...Rear Camera is good and front camera is 16MT  but its too bad,,9 months ago
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Anonymous,,,
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Santosh Kumar,...Very bad  camera quality.....,,3 days ago
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Vivek Kumar,"...Camera is good especially in portrait mode but lack in small object that why I cut 1 star , video recording is very good.",,24 days ago
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Thandapani Thandish,...Very nice mobile camera quality super �,,3 days ago
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Govindaraju G B,...Excellent product 5/5Camera 4.5/5Battery 4/5Performance 4.5/5Display 5/5,,1 month ago
flipkart,9a7884b76b50f,"POCO M7 5G (Ocean Blue, 128 GB)",Anonymous,,,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Anonymous,,,
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,4 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone🥰 This phone 📱 camera was really good �,,1 month ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,4 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Subrata Das,...Camera - 4.5/5 ( back camer)4/5 ( front camera)Display,,5 days ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 5/52.,,19 days ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Jangala Pawan,...Camera quality -4.5/5Battery -4/5Display quality -5/5Performance,,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,1 month ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,12 days ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,1 month ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,1 month ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,9 days ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,11 days ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.8/5Night vision is �,,4 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,5 months ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Akanksha  Sri,...Display and design awesome.back camera even potrait mode awesome.front camera is average while people make,,1 month ago
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Anonymous,,,
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Faishal,"...📱✨ The camera quality is outstanding, capturing every detail perfectly",,7 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Upgrade iPhone 13 to 16 proBest camera and compact phone ..! �,,9 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",SrinivasReddy KomiReddy,...Titanium Build quality is AswmoeCamera quality is excellentPhone in hand feel Size Aswmoe 😂Ios ui Supe,,6 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Bhuyar Bhuyar,...smooth multitasking and better battery life.Camera quality is sharp and buttons feel useful.,,4 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Farhan Bilal Mukri,"...Gets slows too early, camera is not up to the mark, could've been lot better.",,5 months ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Varun K Gupta,"...The camera is a bit underwhelming than what I expected.The phone itself is good, I like the shape",,10 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",MOHAMMAD  KHAN,...Level PerformanceGreat Battery LifeGreat Camera Quality Specially VideosAwesome Experience �,,4 months ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Dibyendu Mitra,...Superb phonePros:1. It is iphone with 3 cameras2. It is latest iphone3. It is iphone,,4 months ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Good degineNice camera 48+48+12Battery 🔋 goodA18 chipset good for gamin,,10 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Srinivas Dhulipala,"...Fantastic camera, brightness.And a lovely deal from Flipkart!",,9 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Shivam Kumar Jha,...Camera is normal not extraordinary some function are good but lack creativity not fully satisfied.,,11 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Niraj Kumar Patel,...Good camera quality,,1 day ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Abhay Solanki,...Very nice phone and camera is awesome,,8 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rajesh rajnarayan  Yadav,...there while changingSOT less than 6 hoursCamera is top notchDon't expect zoomCinematography and potrait,,Today
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rohit  Deshmukh,...Camera of iPhone 16 pro is too good,,Today
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",QUASHIF REZA,...marvellous... excellent performance....excellent camera...Got it in BBD Sale ....at bumper deal.,,13 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",CHIRAG mehta,...Thank you flipkart.Amazing camera and service.,,14 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Anwar Bilal,"...Superb, amazing camera quality picks the natural colours and details.",,1 day ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Good phone and nice camera,,7 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rojina Biswas,...Very good phone camera was awesome I really like it�,,13 days ago
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Anonymous,,,
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Anonymous,,,
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Faishal,"...📱✨ The camera quality is outstanding, capturing every detail perfectly",,7 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Upgrade iPhone 13 to 16 proBest camera and compact phone ..! �,,9 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",SrinivasReddy KomiReddy,...Titanium Build quality is AswmoeCamera quality is excellentPhone in hand feel Size Aswmoe 😂Ios ui Supe,,6 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Bhuyar Bhuyar,...smooth multitasking and better battery life.Camera quality is sharp and buttons feel useful.,,4 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Farhan Bilal Mukri,"...Gets slows too early, camera is not up to the mark, could've been lot better.",,5 months ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Varun K Gupta,"...The camera is a bit underwhelming than what I expected.The phone itself is good, I like the shape",,10 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",MOHAMMAD  KHAN,...Level PerformanceGreat Battery LifeGreat Camera Quality Specially VideosAwesome Experience �,,4 months ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Dibyendu Mitra,...Superb phonePros:1. It is iphone with 3 cameras2. It is latest iphone3. It is iphone,,4 months ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Good degineNice camera 48+48+12Battery 🔋 goodA18 chipset good for gamin,,10 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Srinivas Dhulipala,"...Fantastic camera, brightness.And a lovely deal from Flipkart!",,9 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Shivam Kumar Jha,...Camera is normal not extraordinary some function are good but lack creativity not fully satisfied.,,11 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Niraj Kumar Patel,...Good camera quality,,1 day ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Abhay Solanki,...Very nice phone and camera is awesome,,8 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rajesh rajnarayan  Yadav,...there while changingSOT less than 6 hoursCamera is top notchDon't expect zoomCinematography and potrait,,1 day ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rohit  Deshmukh,...Camera of iPhone 16 pro is too good,,Today
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",QUASHIF REZA,...marvellous... excellent performance....excellent camera...Got it in BBD Sale ....at bumper deal.,,13 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",CHIRAG mehta,...Thank you flipkart.Amazing camera and service.,,14 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Anwar Bilal,"...Superb, amazing camera quality picks the natural colours and details.",,1 day ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Good phone and nice camera,,7 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rojina Biswas,...Very good phone camera was awesome I really like it�,,14 days ago
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Anonymous,,,
flipkart,0f44e190f0d83,Samsung Guru Music 2,Anonymous,,,
flipkart,294cbb65839e6,"Samsung Galaxy F07 (Green, 64 GB)",Anonymous,,,
flipkart,49788e7b3339b,Samsung Guru1200,Anonymous,,,
flipkart,f2e9e7e09f237,"POCO M7 Pro 5G (Lunar Dust, 256 GB)",Anonymous,,,
flipkart,c45105311348e,"Motorola g45 5G (Brilliant Blue, 128 GB)",Anonymous,,,
flipkart,b0bb5af15d090,"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)",Anonymous,,,
flipkart,7a10bb7b619d8,"MOTOROLA G86 Power 5G (Pantone Cosmic Sky, 128 GB)",Anonymous,,,
flipkart,a98bb9c85c53b,"POCO M7 5G  - Locked with Airtel Prepaid (Satin Black, 128 GB)",Anonymous,,,
flipkart,994d8dcac3256,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",Anonymous,,,
flipkart,93452c0761719,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",Anonymous,,,
flipkart,920c5c8761871,"realme C71 (Sea Blue, 128 GB)",Anonymous,,,
flipkart,a540ff796e078,"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)",Anonymous,,,
flipkart,87af8109384d4,"MOTOROLA g05 (Plum Red, 64 GB)",Anonymous,,,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Anonymous,,,
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",Anonymous,,,
flipkart,24a26a0a5d263,"MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)",Anonymous,,,
flipkart,1d88319131b56,"POCO M7 Pro 5G (Olive Twilight, 256 GB)",Anonymous,,,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Anonymous,,,
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Anonymous,,,
flipkart,5a4e9a881d94a,"POCO M7 5G (Mint Green, 128 GB)",Anonymous,,,
flipkart,e5ed06a5943b9,"MOTOROLA g05 (Forest Green, 64 GB)",Anonymous,,,
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Anonymous,,,
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Anonymous,,,
flipkart,140da3412b73b,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",Anonymous,,,
flipkart,f836e6de035a5,"realme P4 5G (Engine Blue, 128 GB)",Anonymous,,,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Anonymous,,,
flipkart,10fbd7f3a50f1,"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",Anonymous,,,
flipkart,2a2ad903f91f4,"POCO C71 (Desert Gold, 128 GB)",Anonymous,,,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,"Sep, 2024"
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,7 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,4 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,"Aug, 2024"
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,4 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashwini  Kamate,...The product is good 👍Camera quality Better clear skin tones,,3 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,9 days ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,"Jun, 2024"
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,10 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2 days ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed �,,8 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,5 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,5 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,10 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,3 months ago
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,5 days ago
